year, issue, id, total, titel, lid, alinea
"2009", "393", "1", "1", "Artikel 2.4a", "1", "Burgemeester en wethouders verlenen bij het geheel of gedeeltelijk vernieuwen of veranderen of het vergroten van een bouwwerk geen gebouw zijnde ontheffing van de artikelen 2.2 tot en met 2.4 tot het niveau van de desbetreffende voorschriften voor een bestaand bouwwerk."
